shard,user,first_id,first_cid,bytes
1,1045,1674144995000,1481170414348,4519279
1,1046,1504804571138,1497089642020,1199165
1,1047,1682265542364,1363171201399,10875732
1,1048,1627600724751,1349477488697,2920473
1,1049,1604149068799,1331229287632,1140157
1,105,1656843400277,1379856306858,194630
1,1050,1597914052496,1325902101971,4994124
1,1051,1262723389311,1185996957304,2107748
1,1052,1393686333932,1393585610543,1738745
1,1053,1532194832103,1532194807363,6449246
1,1054,1674018831575,1495673677646,1489674
1,1055,1653319345740,1311444060016,19458815
1,1056,1542233785502,1539705074456,944437
1,1057,1616442626866,1616442092909,928283
1,1058,1677479245537,1,1817151
1,1059,1679552068179,1368292123572,2342928
1,106,1611777918316,1611777873924,1583814
1,1060,1657628128162,1634806365553,842201
1,1061,1627948744608,1627944348333,2045791
1,1062,1662298713000,1403561537519,1855141
1,1063,1618133028323,1441983341380,11996821
1,1064,1613547274436,1538153221199,332260
1,1065,1677202414000,1553874394458,811753
1,1066,1562716234256,1558344987919,399453
1,1067,1402095879989,1391014121453,10509703
1,1068,1669527463861,1,4332757
1,1069,1630469547454,1496449320421,8337144
1,107,1415194128915,1415060174942,947437
1,1070,1619176177434,1468242141010,738308
1,1071,1665841380353,1368292605504,5951868
1,1072,1514284153717,1506505270193,1030643
1,1073,1452518603529,1401559146820,2757251
1,1074,1631092777473,1378816103825,2574890
1,1075,1628910532217,12705,5172540
1,1076,1595156169686,1214225650015,1621664
1,1077,1628451250737,1339252520768,1568138
1,1078,1636847424650,1349477488697,10223720
1,1079,1624117284476,1624115595236,1521198
1,108,1593735623725,1339252520768,2726578
1,1080,1648138468144,1368292036119,16883649
1,1081,1612774816713,1488944376221,3101885
1,1082,1670699148123,1349477488785,2791409
1,1083,1533236692815,1230430322217,7044241
1,1084,1634673312236,1586819213197,2195658
1,1085,1672785675182,1363171201399,12629206
1,1086,1408263034941,1244304862250,7933799
1,1087,1695409482628,1339252520769,2763544
1,1088,1572930656386,1559935421738,3673393
1,1089,1632217996459,1632217949830,343302
1,109,1630951873011,1630951865463,772575
1,1090,1662497554851,1662495714687,245511
1,1091,1631636662511,1631636574727,1262630
1,1092,1539833873423,1315749002463,246592
1,1093,1477289669289,1477288690239,682526
1,1094,1617094070376,1605346766544,1284812
1,1095,1622475622906,1622475291727,3094796
1,1096,1662860163186,1461797775241,227417
1,1097,1697887275883,1525712148877,243984
1,1098,1695815866521,1576518360698,374798
1,1099,1615317001180,1321299133627,2842426
1,11,1583584180440,1583584165803,718997
1,110,1630306417937,12705,260173
1,1100,1674994135644,1603353404608,494336
1,1101,1576341343760,1382060716753,558333
1,1102,1328242006519,1253043532683,17070736
1,1103,1698080019368,1382060716753,3984134
1,1104,1624143124675,1296169988801,604095
1,1105,1647737524613,1647737500232,607313
1,1106,1552137203438,1402456305835,5056487
1,1107,1651849415330,1473867099377,1250699
1,1108,1664828581844,1368292036119,1511153
1,1109,1552708606451,1552708500426,169405
1,111,1534898670131,1296169988801,490194
1,1110,1669560681376,1368292251847,8307291
1,1111,1515116114868,1354715263726,2643538
1,1112,1695636354283,1536848135548,621877
1,1113,1619859137252,1618917376202,1185188
1,1114,1574036765051,1362693152734,9857233
1,1115,1578814129984,1370145367610,761624
1,1116,1637241226443,1349477488803,795571
1,1117,1519278413548,1253683383517,9144951
1,1118,1608652259092,1608637412428,891660
1,1119,1658792078804,1590946525823,1304441
1,112,1576544719912,1576541096301,808660
1,1120,1584401678378,1244305227562,225509
1,1121,1633893742874,1631263635676,2488636
1,1122,1353473717766,1262262170924,3490551
1,1123,1633106283239,1632954624696,255732
1,1124,1637231345028,1632584138021,883127
1,1125,1689607456529,1476389285938,2534806
1,1126,1648875082035,1368292036119,1228516
1,1127,1423426180349,1236918353561,7236531
1,1128,1616947254882,1616947228627,236287
1,1129,1590603112269,1296169988801,745506
1,113,1637666742332,1556806168186,2271690
1,1130,1634840054232,1349477488697,14323748
1,1131,1635347048129,1472612022639,2581078
1,1132,1592712575547,1550841496077,599797
1,1133,1690894054000,1565727903732,589034
1,1134,1586271119942,1586270819009,2113335
1,1135,1463374718600,1463372054332,439135
1,1136,1695606578000,1244305227562,228866
1,1137,1688071915752,1518993937583,407060
1,1138,1610684901733,1409232716510,527220
1,1139,1647850232139,1332782303694,607318
1,114,1560892514897,1462427932660,5602359
1,1140,1677513280000,1281408947636,264939
1,1141,1585136581089,1584966213974,950757
1,1142,1629476680728,1629476607357,214421
1,1143,1660696724433,1479242579780,901879
1,1144,1404115145298,1392952448826,3466013
1,1145,1667654310738,1667654281964,366710
1,1146,1460590683567,1460589729978,351915
1,1147,1617843264502,1617843255622,763296
1,1148,1619019145489,1619019078428,228665
1,1149,1585530493063,1368292373925,6682074
1,115,1630933809941,1572587530347,4209427
1,1150,1600669304431,1600669268887,349016
1,1151,1577662532856,1577662505627,357476
1,1152,1585803882134,1321299133411,7749921
1,1153,1615832535447,1406833315369,588682
1,1154,1637356365690,1427180876543,10443638
1,1155,1674513950304,1618095929935,1028503
1,1156,1692192221000,1264049677740,1646760
1,1157,1639220011545,1330153843782,544193
1,1158,1640683544239,1263079455981,1339973
1,1159,1537406656247,1537405818084,332734
1,116,1527157960336,1370145367610,1849337
1,1160,1670428641546,1401126656910,1819953
1,1161,1689524740000,1546536898404,2841070
1,1162,1693438908000,1363171201399,9252084
1,1163,1676879051073,11126,3335681
1,1164,1609086570848,1556384731398,1665181
1,1165,1631370012274,1631369981070,1379348
1,1166,1574879901281,1574879883633,390278
1,1167,1583720311952,1363176213601,4423150
1,1168,1642037321464,1393817670651,270602
1,1169,1544987061363,1375132811015,963849
1,117,1693374768003,1482325088071,578654
1,1170,1602664499879,1602664492389,764471
1,1171,1628913572980,1459381160365,5978007
1,1172,1666578700679,1586732035265,195425
1,1173,1604306353570,1345491599322,3797022
1,1174,1698689724000,1514304213524,366740
1,1175,1687982040000,1530368964951,1061896
1,1176,1657628106857,1350913242158,4771874
1,1177,1676920726321,1432839526886,511171
1,1178,1695064504000,1368292251847,5322007
1,1179,1691102960835,1340356537301,7474211
1,118,1556119417883,1384559085959,4751002
1,1180,1665143459893,1335782638416,380784
1,1181,1366994391864,1366737460713,3716089
1,1182,1668211315293,1368292036119,10755366
1,1183,1631766228002,1530529991512,234426
1,1184,1631666452367,1631589594499,2087967
1,1185,1696742409061,1435305627568,350287
1,1186,1549058492977,1549058389682,819048
1,1187,1559155755039,1434539087379,1143227
1,1188,1611692556439,1253683383517,440732
1,1189,1643180482763,1279796071655,1014421
1,119,1545916366986,1545226493808,4383271
1,1190,1621351723491,1294779397122,1109097
1,1191,1669665062315,1368292036119,9569072
1,1192,1552584754878,1399883348345,1150064
1,1193,1658112097318,1349477488771,379739
1,1194,1686684144186,1363171201399,4364828
1,1195,1663704835166,1421053836472,1903865
1,1196,1392762584187,1224469920880,25111373
1,1197,1691664693243,1432839414189,379178
1,1198,1603566935818,1381331104804,440673
1,1199,1694108524005,1382060716753,478404
1,12,1686896717000,1576730698601,237814
1,120,1602901751878,1403567172525,3117482
1,1200,1630950715338,1630950700761,622061
1,1201,1614310292112,1,612756
1,1202,1660067218147,1253683383517,250166
1,1203,1674499287840,1253112642859,1124461
1,1204,1646072796100,1616875187743,658151
1,1205,1672051686000,1370456854770,210946
1,1206,1616525215910,1616522574055,219267
1,1207,1478182696110,1475929762773,23910327
1,1208,1624317747169,1339252520788,4132576
1,1209,1645512261809,1,2939965
1,121,1618724671542,1365295215600,1951370
1,1210,1631943531011,1631943501128,2141570
1,1211,1616436331265,1384119990999,3077282
1,1212,1692620273000,1548422482275,2205443
1,1213,1661890744679,1349477489370,9541242
1,1214,1623333932251,1349477489008,3003896
1,1215,1642090895613,1642084850238,207457
1,1216,1635375293012,1341257256152,6486226
1,1217,1632272614155,1632271901601,673482
1,1218,1572373488436,1572373153552,245929
1,1219,1639230625069,1576079516044,1219431
1,122,1623618650183,1185996957304,738941
1,1220,1602117695799,1602117681167,236230
1,1221,1660129532375,1526819733810,223582
1,1222,1630076488596,1629993343226,691002
1,1223,1605478528543,1230741476777,9587716
1,1224,1630436170468,1459381160365,489971
1,1225,1625063936271,1321299139243,11965035
1,1226,1613783993838,1,6065667
1,1227,1671310116309,1540148367784,246587
1,1228,1631482821656,1349477488697,1318005
1,1229,1663003017498,1395167028206,5289642
1,123,1459259672520,1265061266990,6971097
1,1230,1630249943057,1630249791220,398864
1,1231,1591572239141,1459639150320,1320855
1,1232,1676253412659,44,217314
1,1233,1681164653434,1321299133411,3592331
1,1234,1624562525730,1353903406196,208570
1,1235,1587744672407,1363534232444,445635
1,1236,1658230281000,1349477488697,2913127
1,1237,1631506038602,1365293606461,3494683
1,1238,1612895368055,1612885951815,1554442
1,1239,1683622916465,1683358869447,447344
1,124,1634587127362,1382060716753,4274990
1,1240,1637318826339,1402176459981,344966
1,1241,1631063381487,1631060897407,300607
1,1242,1657137226340,1580472601844,558538
1,1243,1487155883621,1443279824898,2450344
1,1244,1631726320801,1631560393908,546231
1,1245,1496281348469,1365293606461,5030914
1,1246,1690996852405,1533686857540,879640
1,1247,1683120767000,1683120759060,331501
1,1248,1645977361948,1397327008275,1321837
1,1249,1613905499584,1613905480314,402540
1,125,1678307093819,1363171201399,12733296
1,1250,1622843501400,1339252520768,272853
1,1251,1605649240914,1434834431426,7799171
1,1252,1581736957247,1,718547
1,1253,1685471521453,1459381160365,408052
1,1254,1644765935200,1547739216198,2282551
1,1255,1687352944965,1496691046304,1329626
1,1256,1570215968352,1349477488697,3855826
1,1257,1643651279335,1430323790512,429674
1,1258,1610210752544,1553796199887,330079
1,1259,1609889748351,1379277501567,1592495
1,126,1613274943028,1237329777514,3086766
1,1260,1673716461000,1604078520845,462565
1,1261,1510029988634,1510029950381,300538
1,1262,1552137203438,1402456305835,898676
1,1263,1698686203793,1349477489123,420458
1,1264,1631261046402,1631259673129,491520
1,1265,1674488975746,1273183408284,266301
1,1266,1627669175884,1627669154164,242249
1,1267,1622808535859,1366012695878,13086399
1,1268,1667584651000,1553961868044,1185067
1,1269,1625068269600,1445317761424,2469290
1,127,1488850419986,1488847288898,400288
1,1270,1695715182000,1255656103352,1433197
1,1271,1354315908089,1240678135894,3567361
1,1272,1677556635000,1391741012224,3728978
1,1273,1623010657990,1382060716753,2378165
1,1274,1589501595201,1349477488783,2469313
1,1275,1357655825015,1357654336906,369399
1,1276,1630734416615,1365293606461,1594530
1,1277,1645461766365,1394240357489,2097971
1,1278,1676755545114,1395340580934,1516449
1,1279,1516373424200,1344186103756,2784887
1,128,1600188727870,1600177269789,1006715
1,1280,1631918077405,1631917188676,334437
1,1281,1625102397947,1576797722974,291678
1,1282,1632649668972,21,4419172
1,1283,1629199106308,1296499533072,5971741
1,1284,1614823581957,4353615,8576617
1,1285,1537337845345,1253683383517,5598446
1,1286,1597641591988,1534051646185,2229985
1,1287,1643647319104,1304446660996,847548
1,1288,1661473189553,1365293606461,2495513
1,1289,1676467556000,1407957642420,641800
1,129,1293877679450,1211305353528,3720506
1,1290,1638140450536,1355139908756,230939
1,1291,1629959390590,1629959155064,1521071
1,1292,1613908328888,1613908312072,612773
1,1293,1311028389466,1240678135894,12233363
1,1294,1602783620912,1349477488698,9283047
1,1295,1425993478151,1425106476528,477221
1,1296,1650329404419,1470139125462,3943966
1,1297,1627999761579,1627999650046,972896
1,1298,1632150053203,1525900421275,278503
1,1299,1504636085653,1421053836913,900310
1,13,1623120877709,1377004882000,2219184
1,130,1456571401773,1345491599344,1632715
1,1300,1537627284248,1537627203041,1720585
1,1301,1606466890403,1540812920207,1533074
1,1302,1613911836491,1368292036119,4936824
1,1303,1662263122785,1349477488803,2195221
1,1304,1624343885553,1398559430042,631800
1,1305,1548368451730,1367680826829,17048078
1,1306,1548703800193,1479417506243,954215
1,1307,1611276223290,1391031544349,5471202
1,1308,1453856735830,1453855925793,6948197
1,1309,1668053754589,1564717350226,2839935
1,131,1569294410680,1349477488697,13202677
1,1310,1531765201761,1442639625876,9448274
1,1311,1618504322756,1618504305700,706277
1,1312,1664907892509,1664887126033,1569196
1,1313,1620694837300,1597928391423,986786
1,1314,1486010659080,1486009340750,870798
1,1315,1668113034676,1473797898731,1171923
1,1316,1628481038924,1339252520768,1872059
1,1317,1633068169627,1348208775304,2421756
1,1318,1630227594104,1607807447030,998889
1,1319,1679533227000,1556533739563,388082
1,132,1677549043021,1474686325571,736439
1,1320,1698413494253,1593371756862,467390
1,1321,1610917917531,1610913981609,280368
1,1322,1633815238014,1479400082908,4769568
1,1323,1620328379243,1368292036119,1248250
1,1324,1485069644056,1255362201442,442148
1,1325,1580526697955,1230034081572,18580194
1,1326,1631642338438,1410422378346,835359
1,1327,1639278783766,5,399510
1,1328,1632077364398,1631716649408,181089
1,1329,1597022025501,1419644220831,5558579
1,133,1622890946108,1615032904608,837971
1,1330,1428152058050,1356967964576,6920784
1,1331,1323458696391,1323455174994,632201
1,1332,1596228234562,1596228039650,2292785
1,1333,1648666228920,1630609533302,505440
1,1334,1674749063029,1234655558515,2572924
1,1335,1606178474176,1,5021171
1,1336,1617984312148,2,25252433
1,1337,1655200133581,1288463827711,257819
1,1338,1606681131019,1253113296916,438204
1,1339,1664143381856,1391741012224,1885697
1,134,1597693018950,1553874394458,9897982
1,1340,1671801195000,1563815925612,390987
1,1341,1590065396225,1307347927766,1393372
1,1342,1680790451188,1344269255654,804798
1,1343,1671413330000,1389083909695,7094855
1,1344,1520943035752,1267679371301,3644502
1,1345,1613909666957,1293981228694,4909267
1,1346,1618599027453,1253683383517,5591412
1,1347,1626890024852,1538152300101,1585186
1,1348,1688534262000,1462207592009,189276
1,1349,1628498800286,1489211667857,2353449
1,135,1583051665457,1583050911114,903618
1,1350,1581080102177,1441936544973,815005
1,1351,1681818909133,1392952448826,319880
1,1352,1615726543458,1611015382848,3374284
1,1353,1670007554075,1296169988801,295148
1,1354,1634056265573,1364161067686,1288985
1,1355,1631008785837,1349477488847,435897
1,1356,1602735381220,1448934763582,478916
1,1357,1601458056000,1601457404734,388992
1,1358,1641751436230,1369629218547,278920
1,1359,1685179705065,1546536898404,2453121
1,136,1632227147341,1632226976446,1778289
1,1360,1681819513000,1314066562885,2065187
1,1361,1653630428067,1287052660558,5230217
1,1362,1629736307516,1570952938136,812056
1,1363,1676215274000,1402175764376,470442
1,1364,1629509361687,1479242579780,922060
1,1365,1622734810066,1,3761214
1,1366,1654234258859,1363171201399,1101537
1,1367,1618152187836,1363171201399,7812294
1,1368,1604062947114,1281585660000,1197426
1,1369,1557806039918,1385428295462,298809
1,137,1632328366072,1632328332308,3646471
1,1370,1674611391947,1230437414115,4610929
1,1371,1680729314819,1363171201399,6118275
1,1372,1613571133546,1613570853702,12267603
1,1373,1435552675075,1301939524624,1479911
1,1374,1536984092334,1349477488942,679443
1,1375,1621665424156,1621665095251,825721
1,1376,1582394921676,1578665230753,229865
1,1377,1536868553389,1363171201399,3089222
1,1378,1617042522163,1368292251847,4018534
1,1379,1525576569451,1253683383517,9309823
1,138,1546550307219,1253683383563,4192374
1,1380,1617469407123,1479407913957,2759635
1,1381,1280386417073,1185996957304,10157146
1,1382,1673252646522,1230430675564,7010196
1,1383,1675903346182,1368292036119,2059222
1,1384,1696632244641,1275483827359,48592499
1,1385,1494357688571,1242562377828,1552155
1,1386,1614005313872,1614005295137,437522
1,1387,1665601691000,1665584557304,1595551
1,1388,1587478320876,1388347871982,994584
1,1389,1674657300586,1323439343635,297384
1,139,1630124599847,1264453875245,303142
1,1390,1696505554840,1499807508931,577994
1,1391,1589150655705,1339252520768,689004
1,1392,1611756281598,1512442562322,806716
1,1393,1631797564218,1631797175416,300899
1,1394,1631963752013,1631963113211,525321
1,1395,1567509539745,1567480489520,605490
1,1396,1594085743015,1379541286188,10883419
1,1397,1427065980118,1427065970554,8058410
1,1398,1631496301994,1436157667436,2550001
1,1399,1600273204431,1416954577698,14323414
1,14,1657446470829,1339252520775,1120652
1,140,1540395467570,1540308357202,926083
1,1400,1623431944819,1622483038951,274520
1,1401,1613202187420,1230430322217,426778
1,1402,1692821471640,1349477488697,1052851
1,1403,1650162701763,1349477488697,2925243
1,1404,1628647891215,1501814060829,2683587
1,1405,1623872740836,1623872656984,554118
1,1406,1443281662765,1443279824235,759795
1,1407,1631486235458,1394069037801,3679911
1,1408,1631134604878,1630285423279,4803563
1,1409,1571947292326,1571946670070,1446636
1,141,1611705658300,1349477490699,1283105
1,1410,1588291217199,1248388001058,5897530
1,1411,1631551465249,1290864758552,281066
1,1412,1590397835225,1253683383517,776387
1,1413,1664492283612,1558225710147,430445
1,1414,1620823179106,1620639071071,420947
1,1415,1627896218339,1623478784880,260638
1,1416,1673563171507,1466261274179,320084
1,1417,1628013492113,1368292036119,15711015
1,1418,1558827088331,1274249790644,458443
1,1419,1619683045613,1619682895720,1775713
1,142,1479333243014,1374455301625,30501246
1,1420,1630253354123,1253683383517,722392
1,1421,1693303412330,1349477490095,1827312
1,1422,1626701709718,1242787540526,1776219
1,1423,1693288240772,1,419580
1,1424,1552137203438,1402456305835,693286
1,1425,1646356875615,1498688197273,1849574
1,1426,1552137203438,1402456305835,663166
1,1427,1645193542945,1615169687750,268394
1,1428,1646566549466,1526925548992,1914475
1,1429,1632233060446,1632232968092,205427
1,143,1691243068895,1287304729381,1886836
1,1430,1595869276278,1595869260762,2370754
1,1431,1666985850000,1443062427202,716617
1,1432,1646165879026,1575454665802,1647371
1,1433,1682455381000,1340356537301,18557847
1,1434,1687187500590,1589149409636,577797
1,1435,1685463090531,1273439686875,345590
1,1436,1685696054620,1349477488697,7690693
1,1437,1546496342645,1546493601176,949067
1,1438,1663532885359,1483385433339,1498061
1,1439,1615899750152,1615899721988,1641641
1,144,1657249592019,1479242579780,2216498
1,1440,1631596950099,1510990695135,1003009
1,1441,1620935928234,1620729310425,192575
1,1442,1686110358325,1448934763582,2682174
1,1443,1699530412894,1412918373368,232920
1,1444,1698794074421,7484686,1810281
1,1445,1362317090919,1360352409256,7971895
1,1446,1668620720820,1496142914558,205142
1,1447,1631041061564,1631040605454,252941
1,1448,1662044233579,1481804151599,1785779
1,1449,1632377398564,1632119737947,499136
1,145,1632699619207,1414449682438,364000
1,1450,1594517331282,1593120224894,368008
1,1451,1534708709457,1534639075020,2172322
1,1452,1486371771036,1286040961527,16120568
1,1453,1674689950647,1472320411129,4704580
1,1454,1641139536335,1434834431426,6036337
1,1455,1512339978591,1512327772152,1280553
1,1456,1678860520458,1308152705643,6266595
1,1457,1615819264991,1398578105126,771507
1,1458,1641471320468,1440881107831,201946
1,1459,1633275431372,1562484391495,575157
1,146,1693631317405,1401126656910,433197
1,1460,1651504673188,1431517159320,1454391
1,1461,1615410895428,1321814180155,705812
1,1462,1620762523641,12705,8408830
1,1463,1643068195499,1,5837906
1,1464,1575486209041,1296169988801,10424370
1,1465,1632493844696,1632493622119,1603640
1,1466,1628452380266,1403140946088,924545
1,1467,1522044829847,1354715263726,5518541
1,1468,1620493801623,1368292455195,3053739
1,1469,1620482337144,1620471464712,430468
1,147,1684450211621,1315757348671,10568455
1,1470,1552137203438,1402456305835,625923
1,1471,1636916777542,1636907850185,213611
1,1472,1608240891302,13672,2219374
1,1473,1541239545031,1541239526756,1734848
1,1474,1512525624284,1512525443844,652765
1,1475,1515845350523,1,318972
1,1476,1509631615282,1418365599871,6766673
1,1477,1666949921000,1546536898404,2889853
1,1478,1642957948986,1292381855590,11159827
1,1479,1574920638712,1327346983897,1818028
1,148,1633971831163,1632865088001,643310
1,1480,1540930245551,1310226545904,3318186
1,1481,1697932061322,1484738664428,1686885
1,1482,1600113248698,1599161260724,326136
1,1483,1684021057000,1363171201399,824730
1,1484,1357528468920,1357524592964,5691257
1,1485,1419985619037,1419984818524,4971851
1,1486,1283538825992,1198540973792,3054186
1,1487,1682467705181,1572366633064,1019926
1,1488,1619729433519,1404247845088,4844295
1,1489,1606392976885,1606392897821,3124311
1,149,1664285948651,1382060716753,509150
1,1490,1644014488794,1382060716753,6090383
1,1491,1618347372192,1618347196459,3586469
1,1492,1665296375688,1665296063500,1649264
1,1493,1611591797812,1253683383517,2562504
1,1494,1601635657713,1601635049944,813176
1,1495,1552137203438,1402456305835,608291
1,1496,1664762807000,1497984220240,981318
1,1497,1680192940000,1514384173265,859173
1,1498,1569206696575,1363171201399,12415754
1,1499,1642190720252,1593085612621,2548574
1,15,1654448948000,1553874394458,1291761
1,150,1631225255584,1631169055924,1901844
1,1500,1577284477769,1395429108602,339876
1,1501,1684251315068,1368292036119,1101703
1,1502,1593827145170,1580477032417,290557
1,1503,1564738944114,1366757977454,2813819
1,1504,1567196366730,1567195669531,356342
1,1505,1693344189702,1401140497418,1281083
1,1506,1545905209998,1545818663963,793363
1,1507,1601873578421,1601872923669,276392
1,1508,1608561619510,1267679370216,203390
1,1509,1664855461529,1368292036119,729162
1,151,1607976765598,1603296521633,1402490
1,1510,1630861371355,1630861062585,798951
1,1511,1552137203438,1402456305835,750503
1,1512,1601446375460,1601446356411,190274
1,1513,1636243843083,1537135582175,1582184
1,1514,1631093226410,1296169988801,5135226
1,1515,1650496495689,1368292036119,7348304
1,1516,1638532919268,1396805758504,256955
1,1517,1626883448111,1185996957304,1950950
1,1518,1646644510175,1349477489408,5781035
1,1519,1444892746905,1443689840634,205692
1,152,1677158449963,1368292123572,608531
1,1520,1699912085198,1385335632993,9775504
1,1521,1627902960477,1,3217624
1,1522,1631824739066,1349477488697,5258018
1,1523,1631305379825,1631305207650,493648
1,1524,1615158864604,1308927142611,6481337
1,1525,1698926118395,1523000703550,260180
1,1526,1594073832157,12705,457476
1,1527,1631032333740,1630949192539,4169938
1,1528,1630329473000,1455005436336,289233
1,1529,1622121478701,1583,5435637
1,153,1673574873713,1368292251847,318470
1,1530,1391345893203,1315512898348,452821
1,1531,1630663950013,1630660356659,245097
1,1532,1522249643776,1495427150126,512442
1,1533,1614999881119,1614999571929,607135
1,1534,1631554458261,1631554451984,266954
1,1535,1557142480863,1508147548798,1588071
1,1536,1684928257769,1339252520768,210079
1,1537,1574358189914,1574350234703,452714
1,1538,1690397428610,1349477488848,9158562
1,1539,1467553493658,1238975688859,9386305
1,154,1632170148522,1632170125697,1716526
1,1540,1566670097461,1566668142687,2148423
1,1541,1492649698595,1253683383517,884126
1,1542,1625966006344,38,965244
1,1543,1659573712857,1349477488740,1178835
1,1544,1494800894835,1230430420093,3384557
1,1545,1652104893862,1652014319392,396199
1,1546,1696954788284,1623690132464,189644
1,1547,1584245259799,1361624238660,4523274
1,1548,1608541102750,1185996957304,3628515
1,1549,1623437324255,1358611733322,6201520
1,155,1663372362126,1436157767004,8663483
1,1550,1698343097967,1349477489494,1215114
1,1551,1438555011693,1283678481521,3858744
1,1552,1624191451509,1557516601645,2669008
1,1553,1693193374622,1386423765463,724786
1,1554,1666883105000,1365297969819,2092011
1,1555,1696990900688,1368292251847,1825292
1,1556,1552430505728,1349477488910,9945601
1,1557,1635578599516,1478360898790,300250
1,1558,1646013214856,1646010517743,231436
1,1559,1699716657082,1415427341780,2191285
1,156,1626052898668,1626050946291,4079957
1,1560,1693425146430,1691592500888,3372360
1,1561,1621275369239,1621274523204,4054477
1,1562,1602861113479,1365293606461,831210
1,1563,1630786132755,1630785275579,466927
1,1564,1664900269834,1368292036119,15252317
1,1565,1347331072187,1185996957304,6831185
1,1566,1596016261817,1244304862250,6113750
1,1567,1640892355050,1640877831629,223603
1,1568,1613831494444,1,508025
1,1569,1607758289953,1349477488697,2589628
1,157,1641888083778,1368292251847,2985503
1,1570,1652067701426,1349483248221,7424695
1,1571,1630508047754,1630507905247,1929854
1,1572,1644910517778,1534791660385,1419578
1,1573,1640106610348,1339252520768,6903854
1,1574,1689628624691,1321299133411,14508868
1,1575,1611094470205,1389838886363,2384194
1,1576,1672265354805,1340713992866,7673433
1,1577,1655205475033,1613084613228,439491
1,1578,1644587802708,1349477488697,2494249
1,1579,1385534232015,1385534078156,204370
1,158,1624696805975,1248055570234,695057
1,1580,1599962812663,1368292251847,5225998
1,1581,1593381754942,1234655558515,660795
1,1582,1624116892426,1,12498831
1,1583,1603718118801,1602505191915,1517443
1,1584,1663728383086,1393514638513,479874
1,1585,1641837728576,1641503247384,911113
1,1586,1630986235056,1598389849783,478225
1,1587,1631853886363,1631853433563,295683
1,1588,1469542627727,1253683383517,1210277
1,1589,1523373046235,1349477490140,13750279
1,159,1638972756193,1723999,4408132
1,1590,1679058562983,1368292036119,7127323
1,1591,1664053070000,1368292036119,1162165
1,1592,1618504562048,1618499843490,240474
1,1593,1630169686540,1630169225550,1546269
1,1594,1657446349000,1339252520768,2661310
1,1595,1653067470909,1522605411741,405188
1,1596,1699922059047,1420258695587,1250335
1,1597,1628773934815,1628771841126,235595
1,1598,1638301089710,1539890220182,5116557
1,1599,1640147531069,1635987457976,225324
1,16,1616653250934,1616653232673,1428940
1,160,1562912009668,1562485385925,742213
1,1600,1585456234478,1569436199241,5260185
1,1601,1692057754000,1553482094503,4817520
1,1602,1670860831007,1662047549620,246897
1,1603,1645025832490,1581865332845,5633236
1,1604,1586686694661,1254259829410,3788480
1,1605,1652773705841,12710,3674165
1,1606,1677292930000,1512314679070,1501624
1,1607,1675273655929,1675273624324,268640
1,1608,1530751974429,1230430322217,17204825
1,1609,1633460877422,1632455681566,598112
1,161,1692062472059,1381356372394,258202
1,1610,1584852902081,1349477488803,4577868
1,1611,1632069129526,1632066801040,253679
1,1612,1564042075437,1435305627568,4908062
1,1613,1589623551588,1,213359
1,1614,1575479049521,1368292036119,6246565
1,1615,1485294502523,1485294462107,2250706
1,1616,1630366874990,1619821412133,1718317
